ticker,name,exchange
ebr,centrais elc braz pfb b elbras,nyse
ebr.b,centrais elc braz pfb b elbras,nyse
ebs,emergent biosolutions,nyse
ec,ecopetrol s.a.,nyse
eca,encana corp.,nyse
ecl,ecolab inc.,nyse
ecom,channeladvisor corporation,nyse
ect,eca marcellus trust i,nyse
ed,consolidated edison company of new york,nyse
edd,emerging markets domestic debt fund,nyse
ede,empire district electric company,nyse
edf,stone harbor emerging markets,nyse
edg,edgen group inc,nyse
edi,stone harbor emerging markets,nyse
edn,empresa distibuidora y comercializadora,nyse
edt,entergy texas inc,nyse
edu,new oriental education & technology,nyse
ee,el paso electric company,nyse
eea,european equity fund,nyse
eep,enbridge energy l.p.,nyse
eeq,enbridge energy management llc,nyse
efc,ellington financial llc,nyse
eff,eaton vance floating-rate inco,nyse
efm,entergy mississippi,nyse
efr,eaton vance senior floating-rate fund,nyse
eft,eaton vance floating rate income trust,nyse
efx,equifax,nyse
egf,blackrock enhanced government fund,nyse
egl,engility holdings inc. common,nyse
egn,energen corp.,nyse
ego,eldorado gold corp,nyse
egp,eastgroup properties,nyse
egy,vaalco energy inc,nyse
ehi,western asset global high,nyse
eig,employers holdings inc,nyse
eix,edison international,nyse
ej,e-house [china] holdings,nyse
el,estee lauder companies,nyse
ela,entergy louisiana llc,nyse
elb,entergy louisiana  ,nyse
elj,entergy louisiana llc,nyse
elli,ellie mae inc,nyse
eln,elan corporation plc,nyse
elp,companhia paranaense de energia,nyse
els,equity lifestyle properties,nyse
els-c,eqty lifestyle properties inc,nyse
elu,entergy louisiana llc first m,nyse
elx,emulex corp.,nyse
ely,callaway golf company,nyse
emc,emc corp.,nyse
emd,western asset emerging markets fund,nyse
eme,emcor group,nyse
emes,emerge energy services lp commo,nyse
emf,templeton emerging markets fund,nyse
emn,eastman chemical company,nyse
emo,clearbridge energy mlp opportu,nyse
emq,entergy mississippi,nyse
emr,emerson electric company,nyse
emz,entergy mississippi inc. first,nyse
enb,enbridge inc,nyse
end,endeavor international corp.,nyse
enh,endurance specialty holdings ltd,nyse
enh-a,endurance spec pfd,nyse
enh-b,endurance speacialty holdings l,nyse
eni,enersis s a,nyse
enj,entergy new orleans inc.,nyse
enl,reed elsevier nv,nyse
enr,energizer holdings,nyse
ens,enersys,nyse
env,envestment inc,nyse
enz,enzo biochem,nyse
eoc,empresa nacional de electricidad s.a.,nyse
eod,wells fargo global dividend opportunity,nyse
eog,eog resources,nyse
eoi,eaton vance enhance equity,nyse
eos,eaton vance enhanced equity ii,nyse
eot,eaton vance muni income trust,nyse
ep-c,el paso egy cap i pr,nyse
epam,epam systems inc.,nyse
epb,el paso pipeline partners lp,nyse
epd,enterprise products partners l.p.,nyse
epl,energy partners,nyse
epr,entertainment properties trust,nyse
epr-c,entertainment prp pf,nyse
epr-e,entertainment properties trust,nyse
epr-f,entertainment properties trust,nyse
eqm,eqt midstream partners lp,nyse
eqr,equity residential,nyse
eqs,equus total return,nyse
eqt,eqt corp.,nyse
equ,equal energy ltd,nyse
eqy,equity one,nyse
era,era group inc. common stock w,nyse
erf,enerplus corp.,nyse
erj,embraer-empresa brasileira de,nyse
esc,emeritus corp.,nyse
esd,western asset emerging markets debt fund,nyse
ese,esco technologies inc.,nyse
esi,itt educational services,nyse
esl,esterline technologies corp.,nyse
ess,essex property trust,nyse
ess-h,essex property trust inc. 7.12,nyse
esv,ensco plc,nyse
etb,eaton vance tax-managed buy-write,nyse
ete,energy transfer equity l.p.,nyse
etg,eaton vance tax-advantaged global,nyse
eth,ethan allen interiors inc.,nyse
etj,eaton vance risk-managed diversified,nyse
etm,entercom communications corp.,nyse
etn,eaton corp.,nyse
eto,eaton vance tax-advantage global,nyse
etp,energy transfer partners,nyse
etr,entergy corp.,nyse
etv,eaton vance corp.,nyse
etw,eaton vance corp.,nyse
etx,eaton vance municipal income t,nyse
ety,eaton vance tax-managed diversified,nyse
ev,eaton vance corp.,nyse
evc,entravision communications corp.,nyse
ever,everbank financial corp.,nyse
evf,eaton vance senior income trust,nyse
evg,eaton vance short diversified,nyse
evhc,envision healthcare holdings,nyse
evn,eaton vance muni income trust,nyse
evr,evercore partners inc,nyse
evt,eaton vance tax advantaged dividend,nyse
evtc,evertec inc. common stock,nyse
ew,edwards lifesciences corp.,nyse
exam,examworks group,nyse
exar,exar corp.,nyse
exc,exelon corp.,nyse
exd,eaton vance tax-advantaged bond,nyse
exg,eaton vance tax-managed global,nyse
exh,exterran holdings,nyse
exk,endeavour silver corp.,nyse
exl,excel trust,nyse
exl-b,excel trust inc.,nyse
exp,eagle materials inc.,nyse
exp,eagle materials inc ,nyse
expr,express,nyse
exr,extra space storage inc,nyse
f,ford motor company,nyse
fac,liberte investors inc.,nyse
faf,first american corp.,nyse
fam,first trust/aberdeen global opportunity,nyse
fav,active dividend,nyse
fbc,flagstar bancorp,nyse
fbhs,fortune brands home & security,nyse
fbn,furniture brands international,nyse
fbp,first bancorp.,nyse
fbr,fibria celulose s.a.,nyse
fbs-a,first pfd cp iv 8.15,nyse
fc,franklin covey company,nyse
fce.a,forest city ent cl a,nyse
fce.b,forest city ent cl b,nyse
fcf,first commonwealth financial corp.,nyse
fch,felcor lodging trust inc.,nyse
fch-a,felcor lodg pr a,nyse
fch-c,felcor lodging dep s,nyse
fcn,fti consulting,nyse
fcs,fairchild semiconductor international,nyse
fct,senior floating rate ii,nyse
fcx,freeport-mcmoran copper & gold,nyse
fcy,forest city enterprises inc,nyse
fdi,fort dearborn income securities,nyse
fdo,family dollar store,nyse
fdp,fresh del monte produce,nyse
fds,factset research systems inc.,nyse
fdx,fedex corp.,nyse
fe,firstenergy corp.,nyse
fei,first trust mlp and energy inc,nyse
feng,phoenix new media limited,nyse
feo,first trust/aberdeen emerging,nyse
fet,forum energy technologies inc,nyse
ff,futurefuel corp.,nyse
ffa,first trust enhanced equity income fund,nyse
ffc,flaherty crumrine/claymore preferred,nyse
fgb,ferrellgas-partners l.p.,nyse
fhn,first tennessee national corp.,nyse
fhn-a,first horizon national corpora,nyse
fhy,strategic high ii,nyse
fi,frank's international n.v.,nyse
fico,fair isaac and company inc.,nyse
fif,first trust energy infrastruct,nyse
fig,fortress investment group,nyse
fii,federated investors,nyse
fio,fusion-io inc.,nyse
fid,fidelity national information services,nyse
fix,comfort systems usa,nyse
fl,footlocker inc,nyse
flc,flaherty & crumrine/claymore total,nyse
flo,flowers foods,nyse
flr,fluor corp.,nyse
fls,flowserve corp.,nyse
flt,fleetcor technologies,nyse
fltx,fleetmatics group plc,nyse
fly,fly leasing limited,nyse
fmc,fmc corp.,nyse
fmd,first marblehead corp.,nyse
fmn,federated premier muni,nyse
fmo,fiduciary/claymore mlp opportunity fund,nyse
fms,fresenius medical care corp.,nyse
fmx,fomento economico mexicano s.a.b. de,nyse
fmy,first trust/fidac mortgage income fund,nyse
fn,fabrinet,nyse
fnb,f.n.b. corp.,nyse
fnf,fidelity national financial,nyse
fnf-b,first niagara financial group,nyse
fnp,fifth & pacific cos. inc,nyse
fnv,franco nev corp,nyse
foe,ferro corp.,nyse
fof,cohen & steers closed-end opportunity,nyse
for,forestar group inc,nyse
fpf,first trust intermediate durat,nyse
fpo,first potomac realty trust,nyse
fpo-a,first potomac realty trust cumu,nyse
fpt,federated premier intermediate muni,nyse
fr,first industrial realty trust,nyse
fra,blackrock floating rate income fund,nyse
frc,first republic bank,nyse
frc-a,first republic bank 6.70%,nyse
frc-b,first republic bank,nyse
frc-c,first republic bank,nyse
frc-d,first republic bank san francis,nyse
frf,fortegra financial corp.,nyse
frm,furmanite corp.,nyse
fro,frontline ltd,nyse
frt,federal realty investment trust,nyse
frx,forest laboratories,nyse
fsce,fifth street finance corp.,nyse
fsd,high income long short fund,nyse
fsl,freescale semiconductor holdin,nyse
fsm,fortuna silver mines,nyse
fss,federal signal corp.,nyse
fst,forest oil corp.,nyse
ft,franklin universal trust,nyse
fti,fmc technologies,nyse
ftk,flotek industries,nyse
ftt,federated enhanced treasury income,nyse
ful,h.b. fuller company,nyse
fun,cedar fair l.p.,nyse
fur,winthrop realty trust,nyse
fur-d,winthrop realty trust preferred d shares,nyse
fve,five star quality care,nyse
fxcm,fxcm inc.,nyse
g,genpact limited,nyse
ga,giant interactive group inc,nyse
gab,gabelli equity trust,nyse
gab-d,gabelli eq tr pfd d,nyse
gab-g,the gabelli equity trust inc,nyse
gab-h,the gabelli equity trust inc.,nyse
gam,general american investors,nyse
gam-b,genl amer invs pfd,nyse
gas,agl resources,nyse
gat,georgia power company,nyse
gb,greatbatch,nyse
gbab,guggenheim build america bonds,nyse
gbl,gamco investors,nyse
gbx,greenbrier companies,nyse
gca,global cash access holdings,nyse
gcap,gain capital holdings,nyse
gch,greater china fund,nyse
gci,gannet co.,nyse
gco,genesco inc.,nyse
gcv,gabelli convertible and income,nyse
gcv-b,gabelli 6.00% pfd b,nyse
gd,general dynamics corp.,nyse
gdf,western asset global partners,nyse
gdi,gardner denver,nyse
gdl,the gdl fund,nyse
gdl-b,the gdl fund series b cumulativ,nyse
gdo,western asset global corporate defined,nyse
gdot,green dot corp.,nyse
gdp,goodrich petroleum corp.,nyse
gdp-c,goodrich petroleum corporation,nyse
gdp-d,goodrich petroleum corporation,nyse
gdv,gabelli dividend,nyse
gdv-a,gabelli dv,nyse
gdv-d,gabelli pref d,nyse
ge,general electric company,nyse
ge-a,general electric  ,nyse
geb,general electric capital corpo,nyse
gef,greif bros. corp.,nyse
gef.b,greif bros. corp.,nyse
geh,general electric capital corpo,nyse
gek,general electric capital corpo,nyse
gel,genesis energy l.p.,nyse
geo,geo group inc,nyse
geq,guggenheim equal weight enhance,nyse
ges,guess,nyse
gf,new germany fund,nyse
gfa,gafisa sa,nyse
gff,griffon corp.,nyse
gfi,gold fields ltd,nyse
gfig,gfi group inc.,nyse
gfy,western asset variable rate strategic,nyse
gg,goldcorp inc.,nyse
ggb,gerdau s.a.,nyse
gge,claymore dividend & income fund,nyse
ggg,graco inc.,nyse
ggm,guggenheim credit allocation f,nyse
ggp,general growth properties,nyse
ggp-a,general growth properties inc,nyse
ggs,global geophyisical services,nyse
ggt,gabelli global multi-media trust,nyse
ggt-b,gabelli global multi-media trus,nyse
ghi,global high income dollar fund,nyse
ghl,greenhill,nyse
ghy,prudential global short durati,nyse
gib,cgi group,nyse
gil,gildan activewear,nyse
gim,templeton global,nyse
gimo,gigamon inc.,nyse
gis,general mills,nyse
gjh,strats sm trust for united states,nyse
gjj,strats sm trust for goldman sachs group,nyse
gjk,strats sm trust for jp morgan chase & co,nyse
gjm,gmac llc,nyse
gjo,strats sm trust for wal-mart stores inc,nyse
gjp,strats sm trust for dominion resources,nyse
gjr,strats sm trust for the procter & gamble,nyse
gjs,strats sm trust for goldman sachs group,nyse
gjt,strats sm trust for allstate group,nyse
gjv,strats sm trust for news corp securities,nyse
gkm,gmac llc,nyse
glf,gulfmark offshore,nyse
glog,gaslog ltd,nyse
glp,global partners lp,nyse
glt,glatfelter,nyse
glw,corning inc.,nyse
gm,general motors company,nyse
gm-b,general motors company,nyse
gm.a,general mtrs,nyse
gm.b,general mtrs,nyse
gma,gmac llc,nyse
gme,gamestop corp.,nyse
gmed,globus medical inc.,nyse
gmk,gruma s.a. de c.v.,nyse
gmt,gatx corp.,nyse
gnc,gnc holdings inc.,nyse
gne,genie energy ltd. class b commo.,nyse
gne-a,genie energy ltd. series,nyse
gni,great northern iron ore properties,nyse
gnk,genco shipping,nyse
gnrc,generac holdings inc.,nyse
gnt,gabelli natural resources gold,nyse
gnw,genworth financial inc,nyse
gof,claymore/guggenheim strategic fund,nyse
gol,gol linhas aereas inteligentes s.a.,nyse
gom,gmac llc,nyse
gov,government properties income trust,nyse
gpc,genuine parts company,nyse
gpe-a,ga pwr co cl a pfd,nyse
gpi,group 1 automotive,nyse
gpk,graphic packaging holdings company,nyse
gpm,guggenheim enhanced equity,nyse
gpn,global payments inc.,nyse
gps,gap,nyse
gpt,genuine parts co.,nyse
gpt-a,gramercy property trust 8.125 p,nyse
gpx,gp strategies corp.,nyse
gra,w.r. grace & company,nyse
gram,graa y montero s.a.a.,nyse
gro,agria corp.,nyse
grp.u,granite real estate investment,nyse
grr,asia tigers fund,nyse
grt,glimcher realty trust,nyse
grt-g,glimcher rlty pfd g,nyse
grt-h,glimcher realty trust,nyse
grt-i,glimcher realty trust,nyse
grx,the gabelli healthcare & wellness trust,nyse
grx-a,the gabelli healthcare & welln,nyse
gs,goldman sachs group,nyse
gs-a,goldman sachs pfd,nyse
gs-b,goldman dep sh,nyse
gs-c,goldman dep sh,nyse
gs-d,goldman sachs dep sh,nyse
gs-i,the goldman sachs group inc.,nyse
gs-j,goldman sachs group inc.,nyse
gse,gse holding inc.,nyse
gsf,goldman sachs group,nyse
gsh,guangshen railway company,nyse
gsi,general steel holdings,nyse
gsj,goldman sachs group inc. [the],nyse
gsk,glaxosmithkline plc,nyse
gsl,global ship lease inc,nyse
gti,graftech international ltd,nyse
gtn,gray television,nyse
gtn.a,gray television,nyse
gts,triple-s management corp.,nyse
gty,getty realty corp.,nyse
gua,gulf power company series 2011a,nyse
gut,gabelli utility trust,nyse
gut-a,gabelli util pfd a,nyse
gva,granite construction inc.,nyse
gway,greenway medical technologies,nyse
gwr,genesee & wyoming,nyse
gwre,guidewire software inc. common,nyse
gwru,genesee & wyoming,nyse
gww,w.w. grainger,nyse
gxp,great plains energy inc,nyse
gxp-a,grt plns energy 3.8%,nyse
gxp-d,great plains 4.35%,nyse
gxp-e,great plains 4.5%,nyse
gy,gencorp inc.,nyse
gyb,cabco series 2004-101 trust,nyse
gyc,corporate asset backed corp cabco,nyse
gzt,gazit-globe ltd,nyse
h,hyatt hotels corp.,nyse
hae,haemonetics corp.,nyse
hal,halliburton company,nyse
har,harman international industries inc.,nyse
hasi,hannon armstrong sustainable in,nyse
hav,helios advantage,nyse
hba-d,hsbc usa cum pfd d,nyse
hba-f,hsbc usa pfd f,nyse
hba-g,hsbc dep sh pfd g,nyse
hba-h,hsbc usa dep sh h,nyse
hba-z,hsbc usa 2.8575 pfd,nyse
hbc,hsbc holdings plc,nyse
hbc-a,hsbc hldgs pfd a adr,nyse
hbi,hanesbrands inc.,nyse
hbm,hudbay minerals inc,nyse
hca,hca holdings inc. common stock,nyse
hcc,hcc insurance holdings,nyse
hci,homeowners choice,nyse
hcj,homeowners choice inc.,nyse
hclp,hi-crush partners lp,nyse
hcn,health care reit,nyse
hcn-i,health care reit inc.,nyse
hcn-j,health care reit inc.,nyse
hcp,hcp,nyse
hcs,hsbc holdings plc,nyse
hcs-b,hsbc holdings plc,nyse
hd,home depot,nyse
hdb,hdfc bank limited,nyse
hdy,hyperdynamics corp.,nyse
he,hawaiian electric industries,nyse
he-u,heco cap iii 6.50,nyse
hei,heico corp.,nyse
hei.a,heico cp cl a,nyse
hep,holly energy partners l.p.,nyse
heq,john hancock hedged eqty & inc,nyse
hes,hess corp.,nyse
hf,hff inc.,nyse
hfc,hollyfrontier corp,nyse
hgg,hhgregg,nyse
hgh,the hartford financial srvcs g,nyse
hgr,hanger orthopedic group,nyse
hgt,hugoton royalty trust,nyse
hhc,howard hughes corp.,nyse
hhs,harte-hanks,nyse
hhy,helios high yield fund,nyse
hi,hillenbrand inc,nyse
hig,hartford financial services group,nyse
hig.w,hartford financial services group,nyse
hih,helios high income fund inc,nyse
hii,huntington ingalls industries,nyse
hil,hill international,nyse
hio,western asset high,nyse
his,cigna high income shares,nyse
hiw,highwoods properties,nyse
hix,western asset high income fund ii inc.,nyse
hjj,ms s.a.c. saturns goldman sachs,nyse
hjn,ms s.a.c. saturns ge series 2002-14,nyse
hjr,saturns trust no 2005 3,nyse
hjv,ms s.a.c. saturns ge series 2002-14,nyse
hk,halcon resources,nyse
hl,hecla mining company,nyse
hl-b,hecla mining pfd b,nyse
hlf,herbalife ltd,nyse
hls,healthsouth corp.,nyse
hlx,helix energy solutions group,nyse
hma,health management associates,nyse
hmc,honda motor company,nyse
hme,home properties,nyse
hmh,helios multi-sector high,nyse
hmn,horace mann educators corp.,nyse
hmy,harmony gold mining co. ltd,nyse
hni,hon industries inc.,nyse
hnp,huaneng power intl,nyse
hnr,harvest natural resources inc,nyse
hnt,health net inc.,nyse
hog,harley-davidson,nyse
hon,honeywell international inc.,nyse
hos,hornbeck offshore services,nyse
hot,starwood hotels & resorts worldwide,nyse
hov,hovnanian enterprises inc,nyse
hovu,hovnanian enterprises inc,nyse
hp,helmerich & payne,nyse
hpf,john hancock pfd ii,nyse
hpi,john hancock preferred,nyse
hpp,hudson pacific properties,nyse
hpp-b,hudson pacific properties inc,nyse
hpq,hewlett-packard company,nyse
hps,john hancock preferred income fund iii,nyse
hpt,hospitality properites trust,nyse
hpt-d,hospitality properties trust,nyse
hpy,heartland payment systems,nyse
hqh,h&q healthcare investors,nyse
hql,h&q life sciences investors,nyse
hr,healthcare realty trust inc.,nyse
hrb,h&r block,nyse
hrc,hill-rom holdings inc,nyse
hrg,harbinger group inc,nyse
hrl,hormel foods corp.,nyse
hrs,harris corp.,nyse
hsa,helios strategic income fd inc,nyse
hsb-b,hsbc finance corp dep. shares r,nyse
hsc,harsco corp.,nyse
hsh,hillshire brands company,nyse
hsp,hospira inc,nyse
hst,host marriott financial trust,nyse
hsy,hershey foods corp.,nyse
ht,hersha hospitality trust,nyse
ht-b,hersha hospitality trust,nyse
ht-c,hersha hospitality trust,nyse
hta,healthcare trust of america i,nyse
htd,john hancock tax advantaged dividend,nyse
htf,horizon technology finance cor,nyse
htgc,hercules technology growth capital,nyse
htgy,hercules technology growth cap,nyse
htgz,hercules technology growth capi,nyse
hth,hilltop holdings inc.,nyse
htr,hyperion brookfield total return fund,nyse
